Reference_genome	Ecaballus_chromosome	Ecaballus_start	Ecaballus_end	Sscrofa_chromosome	Sscrofa_start	Sscrofa_end	Sign	Target_genome	HSB	Comments
nominal	nominal	int	int	nominal	int	int	int	nominal	int	nominal
Ecaballus	13	166030	6882342	3	42726	5846668	-	Sscrofa	108
Ecaballus	13	7818934	23672898	3	6136837	20642192	+	Sscrofa	109
Ecaballus	13	23798187	24039451	10	4170	185823		Sscrofa	110
Ecaballus	13	24157188	42556274	3	20909513	37147278	+	Sscrofa	111
Ecaballus	14	1990133	6352144	2	67316073	70978871	+	Sscrofa	112
Ecaballus	14	6993487	27127733	16	46965341	69443388	+	Sscrofa	113
Ecaballus	14	27619710	91134479	2	71350329	136888949	-	Sscrofa	114
Ecaballus	14	91673637	92703960	16	44683865	46136424		Sscrofa	115
Ecaballus	14	92793270	93103018	2	63718334	64155850		Sscrofa	116
Ecaballus	14	93259273	93897823	2	66113822	67020167		Sscrofa	117
Ecaballus	15	468802	11868985	3	42388270	52260205	+	Sscrofa	118
Ecaballus	15	12010344	15710378	3	39033924	42232981	-	Sscrofa	119
Ecaballus	15	16434889	91397838	3	52335890	121557947	+	Sscrofa	120
Ecaballus	16	153482	67979351	13	550475	60122864	-	Sscrofa	121
Ecaballus	16	68111161	87363205	13	60289078	76606368	+	Sscrofa	122
Ecaballus	17	141286	774559	11	79373405	79795640		Sscrofa	123
Ecaballus	17	1321467	80540881	11	38976	79288711	+	Sscrofa	124
Ecaballus	18	159313	210992	15	28899515	29176420		Sscrofa	125
Ecaballus	18	301580	673287	15	133559290	133779572		Sscrofa	126
Ecaballus	18	2573684	3355549	15	55169666	55972597		Sscrofa	127
Ecaballus	18	8950578	22271482	15	11601183	29835347	-	Sscrofa	128
Ecaballus	18	26911595	32756335	15	72347	8844314	+	Sscrofa	129
Ecaballus	18	33551962	34215356	15	133873123	134217916		Sscrofa	130
Ecaballus	18	34493296	82316369	15	56320296	104527478	+	Sscrofa	131
Ecaballus	19	1050061	1248639	13	76943354	77196954		Sscrofa	132
Ecaballus	19	6057109	59966879	13	80439804	121543863	+	Sscrofa	133
Ecaballus	20	2137338	33654149	7	935558	29631243	+	Sscrofa	134
Ecaballus	20	33679649	49909879	7	34031584	53195334	+	Sscrofa	135
Ecaballus	20	50077550	50742569	7	135375349	135947700		Sscrofa	136
Ecaballus	20	50985591	55674261	7	29721149	34015941	+	Sscrofa	137
Ecaballus	20	56660193	64155854	1	47303611	55347570	+	Sscrofa	138
Ecaballus	21	175072	4517831	2	58780554	65657194	+	Sscrofa	139
Ecaballus	21	5673136	48800558	16	218938	44120792	-	Sscrofa	140
Ecaballus	21	49231771	56802579	16	69470363	76905242	+	Sscrofa	141
Ecaballus	22	354301	18401535	17	13140304	32788301	-	Sscrofa	142
Ecaballus	22	18765869	48351641	17	33077686	64018123	+	Sscrofa	143
Ecaballus	23	622126	1022532	10	64899784	65068785		Sscrofa	144
Ecaballus	23	965651	9304986	10	25066514	30519851	+	Sscrofa	145
Ecaballus	23	12175267	45009946	1	205048089	243391371	-	Sscrofa	146
Ecaballus	23	45081005	50607075	10	30554414	37951607	-	Sscrofa	147
Ecaballus	23	50796301	53291831	14	757044	3655324	-	Sscrofa	148
Ecaballus	23	54201085	55576846	3	37197931	38495784		Sscrofa	149
Ecaballus	24	1159478	9340927	1	190540173	200153851	+	Sscrofa	150
Ecaballus	24	10011668	11082098	1	202761009	204047668		Sscrofa	151
Ecaballus	24	11167656	42415514	7	96814483	130571873	+	Sscrofa	152
Ecaballus	24	42422558	46408878	7	130698108	134319422	-	Sscrofa	153
Ecaballus	25	308495	27056065	1	246802065	278256325	+	Sscrofa	154
Ecaballus	25	26644243	27015350	1	295429564	295509081		Sscrofa	155
Ecaballus	25	27085189	38255515	1	278273870	289907691	+	Sscrofa	156
Ecaballus	25	37308423	38963381	1	294107535	294451310		Sscrofa	157
Ecaballus	26	2175404	40409078	13	122566250	145174539	+	Sscrofa	158
Ecaballus	27	1926204	5188915	17	8373250	11971899	+	Sscrofa	159
Ecaballus	27	5771952	15459074	15	44434709	53095567	+	Sscrofa	160
Ecaballus	27	15844943	23869304	17	164607	8328863	+	Sscrofa	161
Ecaballus	27	24037122	38802934	15	30639143	44351706	-	Sscrofa	162
Ecaballus	28	416848	4471647	5	34829275	39553785	+	Sscrofa	163
Ecaballus	28	4717940	28473878	5	74582458	97439529	-	Sscrofa	164
Ecaballus	28	29174974	42234239	5	66866	12527633	-	Sscrofa	165
Ecaballus	28	42593219	46011906	5	98889308	100120591		Sscrofa	166
Ecaballus	29	2733509	5076897	10	53172192	55042477		Sscrofa	167
Ecaballus	29	5698985	8608461	10	38113075	41261769	-	Sscrofa	168
Ecaballus	29	9031874	16673011	10	46146705	52841835	+	Sscrofa	169
Ecaballus	29	17011865	21220437	10	41732466	46112783	+	Sscrofa	170
Ecaballus	29	21769233	32909351	10	56028725	64449290	+	Sscrofa	171
Ecaballus	30	184656	2869501	10	15132105	17031556		Sscrofa	172
Ecaballus	30	2927612	4369602	10	11874298	12968344		Sscrofa	173
Ecaballus	30	4577169	5925775	10	17787840	18740732		Sscrofa	174
Ecaballus	30	6094835	8896765	10	13324618	14924297		Sscrofa	175
Ecaballus	30	9118508	9565327	10	19101299	21151284		Sscrofa	176
Ecaballus	30	9868737	21772214	10	1528452	11777391	-	Sscrofa	177
Ecaballus	30	24856892	29726363	10	21161647	25022842	+	Sscrofa	178
Ecaballus	30	29750057	29988877	9	106624139	107019793		Sscrofa	179
Ecaballus	31	12390	9663754	1	399819	10647947	-	Sscrofa	180
Ecaballus	31	10692603	23594472	1	10682232	24240394	+	Sscrofa	181
